State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
OR,"Moda Health Plan, Inc.",39424,Bronze Expanded,701483,28547,161,54,33.54,11,**,**,5242,308,**,0,**,0,0,300,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,221,24
OR,PacificSource Health Plans,10091,Bronze Expanded,118161,7650,666,183,27.48,**,0,0,37005,2078,42,0,383,0,0,1653,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,1968,215
OR,PacificSource Health Plans,10091,Bronze Expanded,118161,7650,666,183,27.48,**,0,0,6945,368,**,0,105,0,0,260,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,314,54
OR,PacificSource Health Plans,10091,Silver,118161,7650,666,183,27.48,**,0,0,23083,1226,60,0,222,0,0,944,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,690,100
OR,PacificSource Health Plans,10091,Silver,118161,7650,666,183,27.48,**,0,0,4325,263,**,0,40,0,0,220,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,123,21
OR,PacificSource Health Plans,10091,Gold,118161,7650,666,183,27.48,**,0,0,31120,1595,72,0,1150,**,0,372,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,774,113
OR,BridgeSpan Health Company,63474,Gold,7760,1551,142,24,16.9,**,**,**,876,197,**,0,**,0,0,182,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95303&:refresh,27,*
OR,BridgeSpan Health Company,63474,Bronze Expanded,7760,1551,142,24,16.9,**,**,**,3978,866,**,0,26,0,0,836,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95303&:refresh,221,34
OR,BridgeSpan Health Company,63474,Silver,7760,1551,142,24,16.9,**,**,**,2906,488,**,0,**,0,0,481,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95303&:refresh,96,14
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,37397,5747,36,0,931,**,0,4771,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,1500,177
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,23052,3057,20,0,245,0,0,2792,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,1217,212
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,36509,5757,80,0,577,0,0,5100,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,2330,406
OR,Regence BlueCross BlueShield of Oregon,77969,Silver,266472,43160,**,**,**,0,0,**,41407,5410,138,0,445,**,0,4819,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,1321,204
OR,Regence BlueCross BlueShield of Oregon,77969,Silver,266472,43160,**,**,**,0,0,**,11814,2252,24,0,96,**,0,2131,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,372,72
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,4376,809,**,0,53,0,0,746,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,245,48
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,6823,1373,16,0,95,0,0,1262,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,334,40
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,8791,2001,16,0,147,0,0,1838,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,463,113
OR,Regence BlueCross BlueShield of Oregon,77969,Silver,266472,43160,**,**,**,0,0,**,16310,3481,31,0,355,0,0,3095,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,248,35
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,35382,5262,43,0,594,0,0,4628,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,1614,259
OR,Regence BlueCross BlueShield of Oregon,77969,Gold,266472,43160,**,**,**,0,0,**,21320,3566,21,0,248,**,0,3291,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,299,44
OR,Regence BlueCross BlueShield of Oregon,77969,Gold,266472,43160,**,**,**,0,0,**,9453,1576,24,0,177,0,0,1375,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,131,20
OR,Regence BlueCross BlueShield of Oregon,77969,Silver,266472,43160,**,**,**,0,0,**,4169,796,18,0,45,0,0,733,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,94,14
OR,Regence BlueCross BlueShield of Oregon,77969,Bronze Expanded,266472,43160,**,**,**,0,0,**,9669,2073,40,0,155,0,0,1878,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,434,88
SC,"Absolute Total Care, Inc",79222,Bronze,135504,65456,269,190,70.63,**,**,**,3482,1627,305,**,0,**,0,1315,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,245,52
SC,"Absolute Total Care, Inc",79222,Gold,135504,65456,269,190,70.63,**,**,**,861,420,56,**,0,0,0,363,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,31,*
SC,"Absolute Total Care, Inc",79222,Silver,135504,65456,269,190,70.63,**,**,**,97496,48161,10985,291,0,35,0,36850,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,4320,490
SC,"Absolute Total Care, Inc",79222,Bronze Expanded,135504,65456,269,190,70.63,**,**,**,5244,2335,570,19,0,**,0,1744,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,452,102
SC,"Absolute Total Care, Inc",79222,Gold,135504,65456,269,190,70.63,**,**,**,1552,830,251,**,0,**,0,574,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,53,11
SC,"Absolute Total Care, Inc",79222,Bronze,135504,65456,269,190,70.63,**,**,**,3696,1579,419,**,0,**,0,1149,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,278,68
SC,"Absolute Total Care, Inc",79222,Silver,135504,65456,269,190,70.63,**,**,**,19806,9213,2150,58,0,15,0,6990,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,872,157
SC,"Absolute Total Care, Inc",79222,Bronze Expanded,135504,65456,269,190,70.63,**,**,**,3367,1291,180,**,0,**,0,1102,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,286,71
SC,Blue Cross and Blue Shield of South Carolina,26065,Gold,10058921,1741311,2580,1024,39.69,344,114,33.14,312656,50923,6275,6115,4520,5960,467,57564,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,4455,478
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,81951,15232,1863,1628,1126,1293,178,17349,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,1081,157
SC,Blue Cross and Blue Shield of South Carolina,26065,Gold,10058921,1741311,2580,1024,39.69,344,114,33.14,283529,42291,4624,6454,3713,5104,311,46536,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,3182,357
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,183533,23485,1623,1961,2415,2431,135,25808,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,1768,157
SC,Blue Cross and Blue Shield of South Carolina,26065,Bronze Expanded,10058921,1741311,2580,1024,39.69,344,114,33.14,186938,32449,2614,4319,2382,2940,196,37789,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,5011,624
SC,Blue Cross and Blue Shield of South Carolina,26065,Bronze Expanded,10058921,1741311,2580,1024,39.69,344,114,33.14,3270619,559538,45451,69626,48458,48220,3783,653349,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,76856,8736
SC,Blue Cross and Blue Shield of South Carolina,26065,Bronze Expanded,10058921,1741311,2580,1024,39.69,344,114,33.14,338918,52253,4285,8988,3991,5025,359,61182,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,8832,983
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,1895722,330657,32732,29893,27367,30898,2563,385563,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,23801,2733
SC,Blue Cross and Blue Shield of South Carolina,26065,Gold,10058921,1741311,2580,1024,39.69,344,114,33.14,270493,45180,5022,5141,3528,4442,251,53752,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,3989,501
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,1953350,342088,30188,33676,28435,29617,2290,406792,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,26075,3249
SC,Blue Cross and Blue Shield of South Carolina,26065,Catastrophic,10058921,1741311,2580,1024,39.69,344,114,33.14,55684,11536,1281,3026,732,921,76,12788,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,1640,452
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,57181,13386,2064,551,956,1033,30,14327,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,943,180
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,72506,15051,2074,981,1264,1239,73,16788,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,1479,235
SC,Blue Cross and Blue Shield of South Carolina,26065,Bronze Expanded,10058921,1741311,2580,1024,39.69,344,114,33.14,84837,20349,2260,1841,1387,1413,78,21984,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,2789,548
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,23504,4126,466,182,376,477,**,5024,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,394,81
SC,Blue Cross and Blue Shield of South Carolina,26065,Silver,10058921,1741311,2580,1024,39.69,344,114,33.14,55539,9568,1393,472,940,941,72,10852,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,974,154
SC,Blue Cross and Blue Shield of South Carolina,26065,Bronze Expanded,10058921,1741311,2580,1024,39.69,344,114,33.14,36314,7226,786,607,498,784,18,8256,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,1298,232
SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,Gold,307727,78874,573,271,47.29,**,**,**,5499,1619,712,91,902,113,16,929,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15329&:refresh,113,24
SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,Silver,307727,78874,573,271,47.29,**,**,**,182364,46942,13196,4680,26872,3534,471,27221,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15329&:refresh,5129,665
SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,Gold,307727,78874,573,271,47.29,**,**,**,3461,991,325,96,544,72,34,506,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15329&:refresh,71,14
SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,Silver,307727,78874,573,271,47.29,**,**,**,116403,29322,8530,2833,16924,2310,451,17050,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15329&:refresh,2900,442
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,25745,1670,**,11,91,895,0,672,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,939,132
SD,Sanford Health Plan,31195,Silver,559600,30248,181,124,68.51,**,0,0,5097,212,**,0,12,118,0,81,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,87,*
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,15367,1001,**,20,56,491,0,429,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,455,58
SD,Sanford Health Plan,31195,Catastrophic,559600,30248,181,124,68.51,**,0,0,2539,154,0,0,21,96,0,37,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,117,37
SD,Sanford Health Plan,31195,Silver,559600,30248,181,124,68.51,**,0,0,87412,4409,16,26,148,1961,0,2258,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,1726,173
SD,Sanford Health Plan,31195,Gold,559600,30248,181,124,68.51,**,0,0,14368,720,**,0,35,392,0,292,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,279,42
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,11824,881,0,13,149,438,0,281,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,384,64
SD,Sanford Health Plan,31195,Gold,559600,30248,181,124,68.51,**,0,0,32347,1679,34,16,163,294,0,1172,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,640,66
SD,Sanford Health Plan,31195,Silver,559600,30248,181,124,68.51,**,0,0,10178,505,**,16,54,150,0,283,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,271,25
SD,Sanford Health Plan,31195,Silver,559600,30248,181,124,68.51,**,0,0,188553,9526,123,154,720,1796,**,6731,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,4077,380
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,32942,1802,16,37,192,440,**,1113,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,1079,101
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,83358,5006,97,42,418,954,0,3495,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,3139,297
SD,Sanford Health Plan,31195,Bronze Expanded,559600,30248,181,124,68.51,**,0,0,26052,1646,21,41,106,337,0,1141,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,874,115
SD,Sanford Health Plan,31195,Catastrophic,559600,30248,181,124,68.51,**,0,0,3360,179,**,0,18,44,0,116,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,127,41
SD,"Avera Health Plans, Inc.",60536,Gold,217218,14284,105,49,46.67,**,**,**,5031,333,21,0,35,0,0,277,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,314,32
SD,"Avera Health Plans, Inc.",60536,Silver,217218,14284,105,49,46.67,**,**,**,11752,724,49,**,90,**,0,583,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,627,47
SD,"Avera Health Plans, Inc.",60536,Catastrophic,217218,14284,105,49,46.67,**,**,**,972,55,12,0,**,0,0,37,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,125,27
SD,"Avera Health Plans, Inc.",60536,Silver,217218,14284,105,49,46.67,**,**,**,55688,3548,195,**,441,**,0,2895,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,3795,345
SD,"Avera Health Plans, Inc.",60536,Bronze Expanded,217218,14284,105,49,46.67,**,**,**,35748,2478,93,**,373,**,0,1999,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,4168,397
SD,"Avera Health Plans, Inc.",60536,Bronze Expanded,217218,14284,105,49,46.67,**,**,**,21838,1482,75,**,249,**,0,1153,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,2158,206
SD,"Avera Health Plans, Inc.",60536,Catastrophic,217218,14284,105,49,46.67,**,**,**,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,38,*
TN,Bright Health Insurance Company of Tennessee,97906,Gold,708193,33009,111,**,**,0,0,**,522,20,0,**,0,0,0,75,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,*,*
TN,Bright Health Insurance Company of Tennessee,97906,Silver,708193,33009,111,**,**,0,0,**,19696,1011,0,672,66,**,0,3098,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,311,32
TN,Bright Health Insurance Company of Tennessee,97906,Bronze Expanded,708193,33009,111,**,**,0,0,**,49613,4272,0,4723,174,21,0,7509,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,2097,321
TN,Bright Health Insurance Company of Tennessee,97906,Bronze Expanded,708193,33009,111,**,**,0,0,**,408,13,0,20,**,0,0,59,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,17,*
TN,Bright Health Insurance Company of Tennessee,97906,Silver,708193,33009,111,**,**,0,0,**,21336,704,0,884,112,0,0,3193,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,282,29
TN,Bright Health Insurance Company of Tennessee,97906,Silver,708193,33009,111,**,**,0,0,**,8429,391,0,179,78,0,0,1449,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,104,14
TN,Bright Health Insurance Company of Tennessee,97906,Gold,708193,33009,111,**,**,0,0,**,1117,76,0,30,**,0,**,180,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,17,*
TN,Bright Health Insurance Company of Tennessee,97906,Silver,708193,33009,111,**,**,0,0,**,63583,2060,0,3121,395,53,**,9469,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,963,129
TN,Bright Health Insurance Company of Tennessee,97906,Bronze Expanded,708193,33009,111,**,**,0,0,**,2358,139,0,87,**,0,0,390,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,55,*
TN,Bright Health Insurance Company of Tennessee,97906,Silver,708193,33009,111,**,**,0,0,**,41775,1523,0,1789,231,25,0,6965,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16341&:refresh,672,91
